"beatmapset_id","beatmap_id","hit_length","diff_size","diff_overall","diff_approach","diff_drain","max_combo","difficultyrating","bpm","favourite_count","approved_ranked","genre_anime","genre_pop","language_japanese","playcount_per_day"
594067,1277965,113,3.9,8,9,6,534,4.66736936569214,178,22,0,0,1,1,34.2
536219,1151255,93,3.3,4,5,4,301,1.89556586742401,160,14,0,1,0,1,42.75
586296,1241710,89,3.6,5,6.5,4,386,2.88631010055542,153,21,0,1,0,1,42.75
734352,1599002,74,3.5,4,4,4,229,1.71704924106598,143,4,0,1,0,1,57
594067,1260950,112,3.8,6.8,7.4,5.2,513,3.34022045135498,178,22,0,0,1,1,36
545150,1155066,238,4.2,7.6,8.8,6,1150,3.94122099876404,160,2,0,0,0,1,45
594067,1256622,113,3,5,4.5,2,382,2.08007478713989,178,22,0,0,1,1,37.8
594067,1257819,112,4,8.2,9,6,523,4.7225456237793,178,22,0,0,1,1,37.8
536219,1351579,93,3.7,6,6,4,351,2.29692101478577,160,14,0,1,0,1,47.25
705769,1512291,117,3.2,7.5,9,6.5,700,4.13925838470459,96,12,0,0,0,0,66
737103,1593544,235,4,6,8,6,1070,3.59829330444336,108,16,0,1,0,1,41.4
687129,1454088,84,3.5,5,7.5,5,352,2.72682738304138,259,31,0,0,0,0,43.2
607014,1282252,297,3.7,7,8,5,978,3.43988037109375,155,15,0,1,0,1,54
734190,1550984,127,4,8.4,9.4,5.2,1010,5.15109395980835,210,12,0,0,0,0,54
430693,1145110,113,3.5,3,4,3,397,2.13158392906189,170,12,0,0,0,1,54
536219,1208771,93,4,7,8,5,454,3.22566151618958,160,14,0,1,0,1,58.5
734190,1597776,121,4.3,8.6,9.3,6.5,1073,5.30800199508667,210,12,0,0,0,0,58.5
586296,1241711,89,4,7,9.2,6,486,4.34671545028687,153,21,0,1,0,1,58.5
586296,1241713,89,4,7,8.2,6,484,3.96995639801025,153,21,0,1,0,1,58.5
693750,1496163,228,3.8,8,9,6,1352,4.89186429977417,182,21,0,0,0,1,58.5
594067,1282628,112,4.1,8.8,9.2,5,594,5.59294462203979,178,22,0,0,1,1,48.6
735328,1552292,157,2.7,5,6,5,462,2.79235744476318,108,6,0,1,0,1,50.4
536219,1352221,93,4,7,8.5,5,490,3.70140218734741,160,14,0,1,0,1,63
594067,1261280,112,4,8.3,9.2,5,548,5.04713726043701,178,22,0,0,1,1,52.2
737103,1558333,198,4,6.9,9,6.9,984,4.50933122634888,108,16,0,1,0,1,52.2
676178,1445924,33,5.5,8.3,9.2,6,193,4.82616996765137,171,0,0,1,0,0,54
742085,1565351,102,3.8,8,9,6,653,4.28635406494141,155,3,0,0,0,1,90
730367,1553461,107,3,4,5,3,350,2.33293962478638,183,2,0,0,0,1,96
734352,1552095,90,4,5,6,4,496,3.20488882064819,143,4,0,1,0,1,96
734190,1550983,116,4,6.5,8,4,620,3.4521017074585,210,12,0,0,0,0,76.5
734190,1559606,115,3.8,8,9,5,810,4.51768159866333,210,12,0,0,0,0,76.5
594067,1278251,102,4,7.5,8.7,5.2,495,4.05169534683228,178,22,0,0,1,1,64.8
687129,1454086,85,3.5,6,8,5,547,3.27660441398621,259,31,0,0,0,0,70.2
676178,1430193,32,4,8,8.7,6,177,4.26025772094727,171,0,0,1,0,0,72
730367,1565293,107,4,7,9,6,702,4.80403470993042,183,2,0,0,0,1,120
762232,1602637,208,3.4,6,8,5,1034,3.33640432357788,240,10,0,1,0,1,96.75
730367,1569936,107,4,6,8,5,560,3.47024130821228,183,2,0,0,0,1,135
750363,1580161,362,4,7.8,9,4,3028,5.07392168045044,120,27,0,0,0,0,103.5
687129,1454083,98,4,7,9,6,738,4.27320957183838,259,31,0,0,0,0,84.6
693750,1467902,228,4.5,8.7,9.5,6.5,1473,6.06551313400269,182,21,0,0,0,1,114.75
687129,1454087,98,4.2,9.8,10,6,880,7.49162864685059,259,31,0,0,0,0,93.6
734190,1562545,121,4.5,9,9.6,6,1056,5.75630617141724,210,12,0,0,0,0,119.25
687129,1454085,98,4.5,10,10,6,892,8.41850852966309,259,31,0,0,0,0,100.8
712372,1505901,328,4,9,9.5,5,2614,6.09612226486206,192,12,0,0,0,0,177
430693,1025276,113,4,7.2,9.3,6,911,4.66800451278687,170,12,0,0,0,1,135
536219,1209775,93,3.8,8,9,6,489,4.29070377349854,160,14,0,1,0,1,144
705769,1492621,118,4,8,9.5,7,757,5.60473823547363,96,12,0,0,0,0,195
762232,1602633,198,3.2,4,5,4,746,2.27646803855896,240,10,0,1,0,1,148.5
687129,1454089,94,3.8,9,9.6,6,908,6.27156352996826,259,31,0,0,0,0,122.4
734352,1549486,89,4,7,8.5,6,519,4.09782266616821,143,4,0,1,0,1,210
762232,1602634,204,3.2,8,9,5,1446,4.61274433135986,240,10,0,1,0,1,159.75
737103,1555562,246,4,8,9,7,1369,5.37150239944458,108,16,0,1,0,1,131.4
736439,1554312,312,4,8.7,9.2,4.8,1735,5.86067056655884,180,7,0,0,0,1,164.25
687129,1454082,95,4,8.7,9.5,6,756,5.32010269165039,259,31,0,0,0,0,133.2
762232,1602635,208,4,8.3,9.3,5.5,1451,5.57056331634521,240,10,0,1,0,1,171
734190,1563057,119,4,8,9.6,4,790,6.03442192077637,210,12,0,0,0,0,180
449225,1036976,121,3,2,3,3,345,1.60147750377655,182,84,0,0,0,0,60.2307692307692
420532,910450,146,3,2,3,3,298,1.56296336650848,132,8,1,0,0,0,64.3846153846154
750363,1580160,362,4.5,8.9,9.4,5,3111,6.30967235565186,120,27,0,0,0,0,211.5
449225,988197,124,4.5,8,9.4,5,955,6.08609437942505,182,84,0,0,0,0,69.2307692307692
594067,1278221,112,4.1,8.7,9.3,5.5,551,5.61144018173218,178,22,0,0,1,1,185.4
730367,1541404,107,4.2,8.2,9.2,6.2,812,5.64964437484741,183,2,0,0,0,1,309
754985,1589320,334,4.5,9,9.3,6,3155,5.57320213317871,180,9,0,0,0,0,321
449225,989854,116,3,3,4,4,291,1.98219740390778,182,84,0,0,0,0,75.4615384615385
449225,1093629,124,4,8,9.5,5,1042,6.07074975967407,182,84,0,0,0,0,76.8461538461538
692068,1464584,86,4,8.5,9.5,5,743,5.66920804977417,201,45,1,0,0,0,80.3076923076923
692068,1498891,97,4.2,7.5,9.2,6,864,5.19201469421387,201,45,1,0,0,0,81.6923076923077
692068,1464581,97,4.7,8,9.2,6,850,5.50573921203613,201,45,1,0,0,0,85.1538461538462
692068,1517055,97,4,8,9.5,6,967,5.81423377990723,201,45,1,0,0,0,94.8461538461538
712848,1509539,168,3,4,5,3,443,1.6501966714859,118,18,1,0,0,0,112.909090909091
147210,750791,226,3,4,3,3,565,1.11828565597534,222.22,230,0,0,0,0,98.3076923076923
692068,1464591,92,4,8.5,9.5,6.5,763,5.72271156311035,201,45,1,0,0,0,99.6923076923077
147210,428275,227,4,5,5,3,727,1.98398005962372,222.22,230,0,0,0,0,105.230769230769
762232,1602636,204,4.2,8.7,9.4,5.7,1477,6.39666652679443,240,10,0,1,0,1,344.25
449225,969438,123,4.4,8,9.3,5,907,5.78174495697021,182,84,0,0,0,0,114.230769230769
449225,983759,124,3.5,6,7.5,4,510,2.88737654685974,182,84,0,0,0,0,114.923076923077
412460,1069082,79,2.8,2.5,3.5,2,252,1.5764217376709,215,207,0,0,0,0,117
420532,924538,146,4,4,5,4,468,2.50518870353699,132,8,1,0,0,0,119.769230769231
536219,1347936,93,4,8.5,9,6,516,5.14144897460938,160,14,0,1,0,1,393.75
642706,1366033,108,3.5,4,5,3,429,2.06588816642761,170,28,1,1,0,0,340.2
691223,1491476,29,5.5,8.5,9.1,6,202,5.50825786590576,240,25,1,1,0,1,579
732639,1565966,227,3,4,5,4,530,1.50103998184204,74,14,1,0,1,0,153.75
720882,1522331,243,4.3,8.7,9.3,6,1218,5.76419496536255,176,87,1,0,1,1,209
663138,1485039,32,3.2,4.3,6,3,145,2.38665556907654,185,24,1,1,0,1,376.2
717232,1515839,78,4,4,4,4,139,1.70902991294861,73,16,1,0,0,0,474.75
642706,1456145,108,3,2,2,2,306,1.60572063922882,170,28,1,1,0,0,383.4
449225,1359683,124,3.8,7,8.8,5,714,3.84447574615479,182,84,0,0,0,0,149.538461538462
692068,1464582,84,4.3,8.5,9.6,6.5,691,5.64533853530884,201,45,1,0,0,0,155.076923076923
750391,1580209,68,3,2,3,2,201,1.81046605110168,185,26,1,0,1,1,678
720367,1520914,69,3,3,3,2,141,1.61320114135742,157.95,31,1,0,1,1,423
695009,1482402,89,3.4,5,6,4,411,2.45532894134521,160,58,1,0,0,0,237
620345,1307428,186,2.5,3,3,2,517,1.38580179214478,108,40,1,0,1,0,357
449225,963973,124,4,8,9.5,5,885,6.26100158691406,182,84,0,0,0,0,165.461538461538
692068,1464587,92,4.3,9,9.7,6,738,5.69669628143311,201,45,1,0,0,0,169.615384615385
620345,1580254,186,3,4.5,5,4,637,2.12774991989136,108,40,1,0,1,0,369
663138,1416792,29,2.5,2,3,2,89,1.39752757549286,185,24,1,1,0,1,453.6
750391,1580212,68,3.5,4,5,4,258,2.11181497573853,185,26,1,0,1,1,759
449225,970417,128,4,8,9,5.5,795,4.92244291305542,182,84,0,0,0,0,180
712848,1514444,181,3,5,6,4,622,2.67452883720398,118,18,1,0,0,0,212.727272727273
700384,1482748,100,2.5,2,3,2,288,1.53801786899567,173,73,1,0,0,1,801
663138,1427155,32,3.5,4,5,4,127,2.18733882904053,185,24,1,1,0,1,495
720882,1522332,232,4.4,8.6,9.2,5,1309,5.62056350708008,176,87,1,0,1,1,277
669138,1423766,119,3.2,4,5,4,376,1.74673461914062,135,35,1,0,1,1,502.2
289225,652034,336,4,8.5,9.3,6,2257,6.29676675796509,190,243,0,0,0,0,193.846153846154
712848,1518429,181,4,6,8,5,852,3.92078828811646,118,18,1,0,0,0,232.363636363636
708607,1498016,48,4.2,5,5,4,107,1.46661698818207,100,26,1,0,0,0,442.5
695009,1475903,86,3.2,4,5,4,360,1.99001395702362,160,58,1,0,0,0,297
691223,1462807,29,3.8,7.2,8.2,5,124,3.56774735450745,240,25,1,1,0,1,915
469377,1073276,197,3.5,4,5,4,546,1.80888950824738,176,498,0,0,0,0,213.923076923077
718359,1518724,85,3,3,3,3,238,1.59711802005768,121,16,1,1,0,1,314
673290,1513093,88,4,8,9.3,5,490,4.56214380264282,148,34,1,1,0,1,358.875
420532,1329029,146,5,6,7,6,605,3.53569006919861,132,8,1,0,0,0,222.923076923077
663138,1403752,32,3.5,6,7.5,5.5,168,2.81092190742493,185,24,1,1,0,1,586.8
748273,1576396,86,4,5,7,5,395,2.93117761611938,160,37,1,1,0,1,978
700384,1482751,100,3,3,5,3,310,1.9216570854187,173,73,1,0,0,1,978
748273,1576398,86,3,4,4,4,282,1.82879722118378,160,37,1,1,0,1,984
748273,1581404,86,3.5,4.5,6,4.5,319,2.26302242279053,160,37,1,1,0,1,984
669138,1415357,114,2.8,2,3,2,273,1.29133057594299,135,35,1,0,1,1,592.2
724120,1531189,99,2.5,2,2,2,300,1.63333606719971,190,36,1,0,0,1,270.818181818182
747490,1575077,84,3.2,2,3,2,179,1.36090648174286,78,59,1,1,0,1,996
669138,1456972,119,3.5,5,6,5,438,2.31099843978882,135,35,1,0,1,1,608.4
695009,1470239,86,3,2,3,2,321,1.46410095691681,160,58,1,0,0,0,342
751977,1583072,175,3.5,5,6,4,626,2.45944619178772,176,29,1,0,0,1,384.75
704050,1542138,189,3,3,4,2,456,1.79483354091644,155,65,1,0,0,1,238.153846153846
718359,1579909,85,3.2,5,5.9,4,272,2.35739469528198,121,16,1,1,0,1,346
731892,1544394,307,4.2,8,8.7,7.2,1447,4.39301729202271,164,12,1,0,0,1,312.3
692068,1464585,97,5,8,9.1,6,773,4.86904954910278,201,45,1,0,0,0,242.307692307692
623960,1315800,168,3.5,3,3,3,483,1.6180716753006,185,105,1,0,0,1,352
718855,1566093,85,3.7,8.3,9.3,6,563,5.0172233581543,197,29,1,1,0,1,644.4
751977,1583073,164,3,4,5,3,450,1.99665069580078,176,29,1,0,0,1,406.125
718855,1519993,88,3.5,3.5,4.5,3,279,1.75986170768738,197,29,1,1,0,1,649.8
477006,1019974,84,4,4,5,3,276,1.88551437854767,172,27,1,1,0,0,232.714285714286
720882,1522329,240,4.2,8.5,9.4,6,1283,5.98742341995239,176,87,1,0,1,1,363
720882,1522327,234,3,3,4,3,593,1.73066282272339,176,87,1,0,1,1,367
691223,1490978,29,3,9,9.6,7,136,5.24385452270508,240,25,1,1,0,1,1104
717232,1515342,78,6,7,7.5,6,155,2.2515230178833,73,16,1,0,0,0,841.5
745838,1573595,107,3,2,3,2,272,1.51064372062683,170,51,1,0,0,1,281.25
673290,1512436,88,4.4,7.3,8.7,5,436,3.93392515182495,148,34,1,1,0,1,421.875
692068,1473811,75,3,3,4.5,3.5,199,1.50304532051086,201,45,1,0,0,0,260.307692307692
477006,1019069,81,3,2,3,2,235,1.36858069896698,172,27,1,1,0,0,242.357142857143
691223,1463940,29,3,2,3.5,2,100,1.42469716072083,240,25,1,1,0,1,1137
720367,1520916,69,4,5,5,4,186,2.2671844959259,157.95,31,1,0,1,1,691.2
712848,1506699,194,4,8,9,6,1093,5.56119012832642,118,18,1,0,0,0,315
747490,1575102,84,3.2,4,5,4,247,1.76372039318085,78,59,1,1,0,1,1161
712848,1527740,194,4,8,9,6,976,4.47053194046021,118,18,1,0,0,0,318.272727272727
642706,1366939,108,3.7,6,8,4,593,3.42300987243652,170,28,1,1,0,0,712.8
727098,1536939,85,3,2,2,2,226,1.53824532032013,170,38,1,1,0,1,364.5
419257,1496706,107,3,2,3.5,2,258,1.56568884849548,100,71,1,0,0,1,460.125
147210,660071,226,4,7,7,3,1102,2.95027709007263,222.22,230,0,0,0,0,288.692307692308
647452,1570547,227,4,8.5,9.6,6,1599,6.52301645278931,240,167,1,0,0,1,289.384615384615
645032,1369984,180,3,3,3,4,366,1.29488086700439,130,38,1,0,1,0,377.1
673290,1512564,85,2,3,4,2,234,1.57437801361084,148,34,1,1,0,1,474.75
718359,1517374,85,4,7,7.5,5,393,2.92030239105225,121,16,1,1,0,1,428
426548,962442,274,3.8,6,7,6,828,2.96869611740112,75,65,1,1,0,1,323.25
691223,1466692,29,3.4,4,5.5,3,119,2.21158075332642,240,25,1,1,0,1,1296
692068,1464589,83,3,4,5.5,4,258,2.0640549659729,201,45,1,0,0,0,301.846153846154
691223,1475861,29,3,6,7,4,129,2.89506244659424,240,25,1,1,0,1,1311
673290,1424955,88,4,8,8,5,432,3.43707418441772,148,34,1,1,0,1,495
696085,1489403,226,3,2,3,2,502,1.43456518650055,149,82,1,1,0,1,363.272727272727
743084,1583428,150,3.3,4,5,4,445,1.75778305530548,138,51,1,0,1,1,446
547821,1161823,113,2.5,3,4,3,334,1.59038937091827,201,61,1,0,0,1,339
732639,1545751,227,3.8,7,7.5,6,628,2.74311947822571,74,14,1,0,1,0,339.75
692068,1464590,88,4,8,9.5,6.5,710,5.29890537261963,201,45,1,0,0,0,315
710379,1501713,86,4,5,5,5,210,1.61867940425873,146,33,1,1,0,1,294.428571428571
738588,1558713,198,3.7,6,5.5,5,569,2.06748199462891,97,37,1,0,1,0,416.7
645032,1371624,180,4,4,4.5,5,467,1.65865707397461,130,38,1,0,1,0,417.6
426548,963764,274,3,4,5,4,714,1.99336230754852,75,65,1,1,0,1,348.75
691223,1462875,29,5,9.4,9.8,6,210,5.95538473129272,240,25,1,1,0,1,1401
720882,1522334,243,3.5,4.5,6,4.4,801,2.40324759483337,176,87,1,0,1,1,468
718855,1540964,84,3.7,6.5,8,4.5,453,3.19418931007385,197,29,1,1,0,1,842.4
710379,1501690,86,5,6,7,6,283,2.74691915512085,146,33,1,1,0,1,302.142857142857
724120,1530746,99,3,3,4,3,333,2.27266454696655,190,36,1,0,0,1,396.818181818182
720402,1533377,190,3,2,3,2,519,1.42544078826904,161,103,1,1,0,1,364.5
147210,803964,225,4.1,9,9.3,3,2076,6.66061544418335,222.22,230,0,0,0,0,337.846153846154
751977,1583074,176,3.8,6.2,7.5,4.5,821,3.30122756958008,176,29,1,0,0,1,551.25
708607,1498015,45,3.1,3,3,2.5,88,1.15242528915405,100,26,1,0,0,0,736.5
745838,1573670,106,3.5,4,5,4,375,2.11092853546143,170,51,1,0,0,1,372
704050,1540880,201,3.5,4,4.8,3.5,610,2.06576442718506,155,65,1,0,0,1,350.307692307692
673290,1512426,88,3.5,7,8,4,322,2.77858090400696,148,34,1,1,0,1,569.25
695009,1493005,89,3.6,6,7.5,5,414,3.05394577980042,160,58,1,0,0,0,508
750391,1580210,68,3.7,6,8,5,343,3.40111970901489,185,26,1,0,1,1,1530
718855,1586963,88,5.5,8.7,9.4,6,614,5.70049858093262,197,29,1,1,0,1,923.4
718855,1542112,85,3.8,8,9,5,446,4.30114459991455,197,29,1,1,0,1,936
620345,1527847,195,4,6,7,5,860,2.82074809074402,108,40,1,0,1,0,783
673290,1512435,88,4,8,9,5,518,4.63534927368164,148,34,1,1,0,1,589.5
743084,1583427,151,2.5,2,3,2,370,1.46788060665131,138,51,1,0,1,1,526
581787,1395149,118,2.5,2,3,2,322,1.47699642181396,170,177,1,0,0,0,594
572809,1327942,85,4,6.5,7.5,6,306,2.85969805717468,168,58,1,1,0,1,959.4
572809,1500550,85,3.5,4,4.5,4,211,1.86624491214752,168,58,1,1,0,1,970.2
569820,1208428,171,3,3,5,3,496,1.86608195304871,120,38,1,0,1,0,347.785714285714
645032,1461758,180,4.2,7.6,8.5,6,777,3.59883570671082,130,38,1,0,1,0,486.9
446774,959405,197,3,2,3,2,542,1.49648308753967,180,529,0,0,0,0,377.307692307692
721227,1522980,297,4.1,8,8.5,6,1349,3.86249184608459,90,17,1,1,0,1,411
696085,1488691,227,3.5,4,5,4,652,1.92766058444977,149,82,1,1,0,1,455.727272727273
727098,1536938,87,3.5,4,5,4,339,2.01276564598083,170,38,1,1,0,1,501.3
562299,1569099,105,3,4,5,3,407,1.98139798641205,142,52,1,0,0,0,507.6
610758,1289517,303,4,7.5,8,6,1531,3.63023924827576,127.667,30,1,0,1,1,391.153846153846
747490,1575078,82,3.5,6,7.5,5,324,2.76668643951416,78,59,1,1,0,1,1695
572809,1325436,85,4,7,8,6,420,3.26021575927734,168,58,1,1,0,1,1020.6
469377,1073277,180,4,8.3,9.4,5.5,1035,6.38173246383667,176,498,0,0,0,0,396.692307692308
663138,1432556,33,4,8.4,9,6.2,193,4.59690713882446,185,24,1,1,0,1,1031.4
695009,1470238,89,4,8.5,9,6.5,529,4.56263828277588,160,58,1,0,0,0,581
658919,1533512,67,3.5,3,4.5,3,166,1.74006998538971,160,43,1,1,0,0,447.75
645032,1459189,194,4,7,7,6,726,2.9047417640686,130,38,1,0,1,0,538.2
688824,1477705,91,3,2,3.3,2,261,1.59385704994202,190,60,1,0,0,1,1083.6
692068,1464580,83,3.3,5,8,4,367,2.91404151916504,201,45,1,0,0,0,417.461538461538
575809,1219210,160,4,9,9.4,4,1168,6.20048713684082,145,168,0,0,0,0,418.153846153846
562299,1292178,116,4.5,8.6,9,5.5,824,4.98437929153442,142,52,1,0,0,0,546.3
673290,1425913,88,3,5,6,3,266,1.87176811695099,148,34,1,1,0,1,684
740458,1562170,86,2.5,1.5,2,2,227,1.60834574699402,160,45,1,1,0,1,783
738588,1558715,198,4,8,9,7,1030,4.83809900283813,97,37,1,0,1,0,552.6
660258,1398110,241,4.4,9,9.8,5.7,2280,7.44070386886597,210,50,0,0,0,0,427.153846153846
738588,1558716,180,4,8,9,6.5,875,4.10069704055786,97,37,1,0,1,0,557.1
642706,1362551,111,4.5,8.5,9.2,6,682,5.36785650253296,170,28,1,1,0,0,1116
147210,364532,225,4.2,9.1,9.4,3,2101,7.75707530975342,222.22,230,0,0,0,0,431.307692307692
642706,1364062,111,4,8,9,5,612,4.23323440551758,170,28,1,1,0,0,1125
669138,1415671,119,4,8,8.3,5,541,3.94388651847839,135,35,1,0,1,1,1128.6
747671,1575365,108,2,3,3,3,282,1.46068060398102,160,117,1,0,0,0,1410.75
623960,1316162,180,4,4,5,5,599,2.16067290306091,185,105,1,0,0,1,630
691223,1467741,29,4,8,9,6,129,4.56686639785767,240,25,1,1,0,1,1905
572809,1328098,85,3.7,6,6,5,248,2.23269724845886,168,58,1,1,0,1,1153.8
720882,1522328,238,3.5,6,8,5,991,3.64349722862244,176,87,1,0,1,1,642
740458,1562172,84,3.4,3,4.4,3.6,316,2.39796328544617,160,45,1,1,0,1,826.714285714286
722797,1525815,80,2.5,3,3,3,236,1.51105916500092,180,72,1,0,0,1,417.214285714286
630897,1331749,294,4,9,9.2,7,1856,5.70186901092529,200,40,1,0,1,1,417.857142857143
696351,1478468,70,3,3,3,3,158,1.5993367433548,96,79,1,0,0,1,1467
469377,1264503,180,3.5,7.8,9.3,5,1004,6.25326108932495,176,498,0,0,0,0,452.769230769231
688824,1480578,88,3,5,5,4,285,2.2246880531311,190,60,1,0,0,1,1180.8
724120,1532415,100,3.8,6,7,5,503,2.99870014190674,190,36,1,0,0,1,545.727272727273
673290,1516308,88,4.5,8,9,5,479,4.03734397888184,148,34,1,1,0,1,759.375
656179,1390353,122,3,3.5,4.5,3,348,1.65243220329285,130,74,1,0,0,1,470.769230769231
147210,653685,226,4,7.5,8.5,3,1587,4.25013113021851,222.22,230,0,0,0,0,470.769230769231
738588,1558714,198,4,7,7.5,6,796,3.02536773681641,97,37,1,0,1,0,612
714329,1509786,215,3,5,5,3,569,1.85182678699493,146,157,1,1,0,1,439.714285714286
669138,1418390,119,3.7,6,8,5,533,3.11285710334778,135,35,1,0,1,1,1236.6
742454,1566011,309,4.2,7.1,8.7,6.7,1183,4.12499666213989,156,39,1,0,0,1,1265.4
720402,1538079,181,3.5,4,5,4,617,2.05891466140747,161,103,1,1,0,1,532.5
572809,1500551,85,4,8,9,6,444,3.96432638168335,168,58,1,1,0,1,1287
724120,1529021,100,4,8,9,6,588,4.1209511756897,190,36,1,0,0,1,585.818181818182
647452,1517974,212,4,8,9.3,6,1322,5.91525983810425,240,167,1,0,0,1,497.769230769231
547821,1161895,114,3,4,5.5,4,431,2.36338591575623,201,61,1,0,0,1,543.75
708607,1572604,48,5.3,6,6.5,6,131,1.99875319004059,100,26,1,0,0,0,1108.5
592768,1254207,308,4,8,8,5,1315,3.65807795524597,117,30,1,1,0,1,513.692307692308
581787,1483056,118,3,3.5,5,3,444,2.23594093322754,170,177,1,0,0,0,837
720882,1522333,234,4.2,8,9.5,7,1388,6.20642805099487,176,87,1,0,1,1,745
758344,1596104,97,3,4,5,4,369,2.22142481803894,200,74,1,1,0,1,1683
658919,1533513,67,3,2,3,2,144,1.11291182041168,160,43,1,1,0,0,565.5
592768,1254208,308,4,8,8,5,1183,4.12024021148682,117,30,1,1,0,1,522.692307692308
581787,1481178,118,5,9,9.4,6,842,5.08579206466675,170,177,1,0,0,0,851.625
696351,1477920,71,3.5,4,5,4,233,2.01562213897705,96,79,1,0,0,1,1707.75
700384,1482746,103,3.5,4,7.5,4,446,3.19204521179199,173,73,1,0,0,1,2325
747671,1575366,108,2.5,4,5,4,359,2.22766137123108,160,117,1,0,0,0,1752.75
663138,1404052,32,3.6,7,8.5,6,175,3.94321584701538,185,24,1,1,0,1,1404
478303,1021578,241,4,8,9.5,4,1478,8.56015396118164,220,387,0,0,0,0,544.153846153846
737128,1555810,73,2.5,3,3.5,2,201,1.47971057891846,160,134,1,0,0,0,1010.57142857143
477006,1019973,84,4.3,8,8,6,400,4.2131462097168,172,27,1,1,0,0,509.142857142857
562299,1539184,116,3.6,6,8,4,526,2.98602724075317,142,52,1,0,0,0,713.7
692068,1464588,83,3.6,6,8.3,4.7,486,3.64366865158081,201,45,1,0,0,0,549.692307692308
